timestamp,open,high,low,close,volume
2026-08-05 04:00:00-04:00,224.5,226.95,223.41,225.0,0
2026-08-05 04:01:00-04:00,224.0,226.98,223.55,225.99,0
2026-08-05 04:03:00-04:00,225.98,225.99,225.98,225.99,0
2026-08-05 04:04:00-04:00,224.29,224.29,224.29,224.29,0
2026-08-05 04:05:00-04:00,225.15,226.48,225.14,226.18,0
2026-08-05 04:06:00-04:00,225.99,226.45,225.99,226.45,0
2026-08-05 04:07:00-04:00,226.0,226.11,225.2928,225.5,0
2026-08-05 04:08:00-04:00,225.5,225.5,225.5,225.5,0
2026-08-05 04:09:00-04:00,225.65,225.65,225.5,225.5,0
2026-08-05 04:11:00-04:00,224.29,224.29,224.29,224.29,0
2026-08-05 04:13:00-04:00,224.5,224.5,224.26,224.26,0
2026-08-05 04:14:00-04:00,224.26,224.26,224.26,224.26,0
2026-08-05 04:15:00-04:00,222.45,222.45,222.45,222.45,0
2026-08-05 04:17:00-04:00,224.83,224.83,224.83,224.83,0
2026-08-05 04:21:00-04:00,222.66,222.66,222.66,222.66,0
2026-08-05 04:22:00-04:00,222.66,223.0,222.66,223.0,0
2026-08-05 04:23:00-04:00,222.52,222.52,222.45,222.45,0
2026-08-05 04:24:00-04:00,222.0,224.418,222.0,224.418,0
2026-08-05 04:26:00-04:00,221.15,222.3829,221.15,222.3829,0
2026-08-05 04:27:00-04:00,222.0,222.0,221.15,221.15,0
2026-08-05 04:28:00-04:00,221.95,221.95,221.15,221.95,0
2026-08-05 04:29:00-04:00,222.0,222.0,221.69,222.0,0
2026-08-05 04:30:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 04:31:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 04:32:00-04:00,222.0,222.0,221.11,222.0,0
2026-08-05 04:33:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 04:34:00-04:00,222.0,222.1,222.0,222.0,0
2026-08-05 04:35:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 04:38:00-04:00,221.0875,222.0,221.0875,222.0,0
2026-08-05 04:40:00-04:00,221.0,222.41,220.0,222.41,0
2026-08-05 04:41:00-04:00,222.41,222.41,222.41,222.41,0
2026-08-05 04:42:00-04:00,222.41,222.41,222.41,222.41,0
2026-08-05 04:43:00-04:00,220.0,220.0,220.0,220.0,0
2026-08-05 04:44:00-04:00,220.0,220.1338,220.0,220.1338,0
2026-08-05 04:45:00-04:00,222.41,222.41,218.59,218.59,0
2026-08-05 04:46:00-04:00,220.275,223.36,220.275,223.36,0
2026-08-05 04:47:00-04:00,220.9,220.97,220.83,220.83,0
2026-08-05 04:49:00-04:00,220.83,220.83,220.83,220.83,0
2026-08-05 04:52:00-04:00,221.5,221.5,221.5,221.5,0
2026-08-05 04:54:00-04:00,221.5,221.5,221.5,221.5,0
2026-08-05 04:55:00-04:00,221.88,224.5,221.88,222.89,0
2026-08-05 04:59:00-04:00,220.5,220.83,220.5,220.83,0
2026-08-05 05:01:00-04:00,220.0,220.0,220.0,220.0,0
2026-08-05 05:03:00-04:00,220.3176,220.3176,220.3176,220.3176,0
2026-08-05 05:09:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 05:10:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 05:12:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 05:16:00-04:00,220.01,220.01,220.01,220.01,0
2026-08-05 05:17:00-04:00,220.3,220.3,220.3,220.3,0
2026-08-05 05:18:00-04:00,220.83,220.83,220.83,220.83,0
2026-08-05 05:26:00-04:00,222.33,222.7,222.33,222.7,0
2026-08-05 05:30:00-04:00,222.7,223.5,222.56,223.5,0
2026-08-05 05:31:00-04:00,223.11,223.11,222.7,222.7,0
2026-08-05 05:32:00-04:00,220.23,220.23,220.23,220.23,0
2026-08-05 05:33:00-04:00,222.3,222.3,222.3,222.3,0
2026-08-05 05:34:00-04:00,223.53,223.53,223.53,223.53,0
2026-08-05 05:35:00-04:00,223.9057,223.9057,222.7,222.7,0
2026-08-05 05:36:00-04:00,223.9057,223.9057,223.9002,223.9002,0
2026-08-05 05:37:00-04:00,222.87,224.0,222.62,222.74,0
2026-08-05 05:49:00-04:00,222.25,222.74,222.25,222.74,0
2026-08-05 05:52:00-04:00,222.74,222.74,222.74,222.74,0
2026-08-05 05:54:00-04:00,223.25,223.25,223.25,223.25,0
2026-08-05 05:57:00-04:00,223.25,223.25,223.25,223.25,0
2026-08-05 06:00:00-04:00,221.678,221.678,221.678,221.678,0
2026-08-05 06:01:00-04:00,222.8,222.8,222.8,222.8,0
2026-08-05 06:05:00-04:00,222.38,222.38,222.38,222.38,0
2026-08-05 06:10:00-04:00,222.96,222.96,222.96,222.96,0
2026-08-05 06:11:00-04:00,222.0,222.96,222.0,222.96,0
2026-08-05 06:12:00-04:00,224.0,224.0,224.0,224.0,0
2026-08-05 06:14:00-04:00,224.0,224.0,224.0,224.0,0
2026-08-05 06:17:00-04:00,222.96,222.96,222.96,222.96,0
2026-08-05 06:18:00-04:00,223.0,223.0,223.0,223.0,0
2026-08-05 06:24:00-04:00,222.96,222.96,222.96,222.96,0
2026-08-05 06:25:00-04:00,223.0,223.0,223.0,223.0,0
2026-08-05 06:26:00-04:00,223.14,223.14,222.96,222.96,0
2026-08-05 06:29:00-04:00,223.0,223.0,223.0,223.0,0
2026-08-05 06:33:00-04:00,221.0,222.96,221.0,222.96,0
2026-08-05 06:36:00-04:00,223.05,223.05,222.7867,222.7867,0
2026-08-05 06:37:00-04:00,222.96,222.96,222.96,222.96,0
2026-08-05 06:38:00-04:00,222.96,222.96,220.83,222.96,0
2026-08-05 06:41:00-04:00,222.96,222.96,222.96,222.96,0
2026-08-05 06:44:00-04:00,222.7,222.7,222.7,222.7,0
2026-08-05 06:47:00-04:00,222.7,222.7,222.7,222.7,0
2026-08-05 06:48:00-04:00,222.7,222.7,222.7,222.7,0
2026-08-05 06:50:00-04:00,222.7,222.7,222.7,222.7,0
2026-08-05 06:51:00-04:00,222.74,222.74,222.74,222.74,0
2026-08-05 06:52:00-04:00,222.74,222.74,222.74,222.74,0
2026-08-05 06:56:00-04:00,222.58,222.58,222.58,222.58,0
2026-08-05 07:00:00-04:00,222.82,223.69,222.31,222.82,0
2026-08-05 07:01:00-04:00,222.38,222.38,222.38,222.38,0
2026-08-05 07:03:00-04:00,222.0,222.0,222.0,222.0,0
2026-08-05 07:05:00-04:00,223.0,223.9997,223.0,223.9997,0
2026-08-05 07:06:00-04:00,222.2338,222.2338,222.2338,222.2338,0
2026-08-05 07:07:00-04:00,222.31,223.99,222.0,222.0,0
2026-08-05 07:09:00-04:00,222.0443,224.0,222.04,222.04,0
2026-08-05 07:10:00-04:00,223.16,223.16,223.16,223.16,0
2026-08-05 07:14:00-04:00,222.61,222.61,222.61,222.61,0
2026-08-05 07:16:00-04:00,223.25,223.25,222.71,222.71,0
2026-08-05 07:17:00-04:00,222.1475,222.71,222.1475,222.71,0
2026-08-05 07:18:00-04:00,222.72,222.72,222.3759,222.3759,0
2026-08-05 07:19:00-04:00,222.1,222.1,222.1,222.1,0
2026-08-05 07:20:00-04:00,222.72,222.72,222.72,222.72,0
2026-08-05 07:21:00-04:00,222.72,222.72,222.72,222.72,0
2026-08-05 07:22:00-04:00,223.16,223.16,223.16,223.16,0
2026-08-05 07:23:00-04:00,223.88,223.88,223.88,223.88,0
2026-08-05 07:24:00-04:00,222.3759,222.3759,222.3759,222.3759,0
2026-08-05 07:26:00-04:00,222.7,223.88,222.7,223.88,0
2026-08-05 07:28:00-04:00,223.09,223.82,223.09,223.16,0
2026-08-05 07:30:00-04:00,222.25,222.25,222.25,222.25,0
2026-08-05 07:31:00-04:00,222.89,222.98,222.89,222.92,0
2026-08-05 07:32:00-04:00,222.82,222.82,222.82,222.82,0
2026-08-05 07:33:00-04:00,222.25,222.25,222.25,222.25,0
2026-08-05 07:34:00-04:00,222.571,222.82,222.57,222.82,0
2026-08-05 07:36:00-04:00,223.0,223.0,222.83,222.83,0
2026-08-05 07:37:00-04:00,222.83,222.83,222.83,222.83,0
2026-08-05 07:38:00-04:00,222.6,222.6,222.6,222.6,0
2026-08-05 07:39:00-04:00,223.848,223.848,223.848,223.848,0
2026-08-05 07:40:00-04:00,222.6,223.88,222.6,222.6,0
2026-08-05 07:41:00-04:00,222.6443,222.6443,222.6443,222.6443,0
2026-08-05 07:42:00-04:00,222.7,222.7,222.7,222.7,0
2026-08-05 07:43:00-04:00,222.75,222.75,222.6,222.6,0
2026-08-05 07:44:00-04:00,222.6443,223.0,222.6443,223.0,0
2026-08-05 07:45:00-04:00,222.6,223.88,222.6,223.88,0
2026-08-05 07:47:00-04:00,223.7499,223.7499,223.7499,223.7499,0
2026-08-05 07:48:00-04:00,222.63,223.1,222.5,222.5,0
2026-08-05 07:49:00-04:00,222.5443,223.08,222.5,222.5,0
2026-08-05 07:52:00-04:00,223.329,223.329,222.7995,222.7995,0
2026-08-05 07:54:00-04:00,222.0,222.25,222.0,222.0,0
2026-08-05 07:55:00-04:00,221.5,221.5,220.0097,221.42,0
2026-08-05 07:56:00-04:00,221.3,223.6677,221.13,223.6677,0
2026-08-05 07:57:00-04:00,220.0,221.13,220.0,221.13,0
2026-08-05 07:58:00-04:00,221.3401,222.4,221.3401,222.4,0
2026-08-05 07:59:00-04:00,220.0,221.85,220.0,221.6,0
2026-08-05 08:00:00-04:00,221.6,221.6,221.02,221.36,0
2026-08-05 08:03:00-04:00,222.7616,222.81,221.6,222.81,0
2026-08-05 08:04:00-04:00,221.4,221.4,221.2,221.2,0
2026-08-05 08:05:00-04:00,222.4,222.4,221.2,221.2,0
2026-08-05 08:06:00-04:00,220.0,221.5,220.0,221.5,0
2026-08-05 08:07:00-04:00,223.0,223.0,220.0,220.0,0
2026-08-05 08:08:00-04:00,220.4355,222.3745,220.0,222.3745,0
2026-08-05 08:09:00-04:00,220.916,220.916,220.916,220.916,0
2026-08-05 08:10:00-04:00,221.0,222.0,221.0,221.0,0
2026-08-05 08:11:00-04:00,220.88,222.18,220.88,222.18,0
2026-08-05 08:14:00-04:00,220.0,220.0,220.0,220.0,0
2026-08-05 08:15:00-04:00,220.0,221.48,220.0,220.75,0
2026-08-05 08:17:00-04:00,221.79,222.2,220.19,221.52,0
2026-08-05 08:18:00-04:00,220.02,221.47,220.02,221.47,0
